headline,category
HBO's 'True Detective' season finale locks up a ratings high,entertainment
Mindy Kaling Is Over the Women-in-Television 'Pageant',entertainment
" This is a 14-month-old baby boy Caucasian who came in with presumptive diagnosis of Kawasaki with fever for more than 5 days and conjunctivitis, mild arthritis with edema, rash, resolving and with elevated neutrophils and thrombocytosis, elevated CRP and ESR. ",medical
Subcommittee explores ACA's impact on patient access to care,medical
new browser wins over net surfers the proportion of surfers using microsoft s internet explorer (ie) has dropped to below 90%  say web analysts.  net traffic monitor  onestat.com  has reported that the open-source browser firefox 1.0  released on 9 november  seems to be drawing users away from ie. while ie s market share has dropped 5% since may to 88.9%  mozilla browsers - including firefox - have grown by 5%. firefox is made by the mozilla foundation which was set up by former browser maker netscape in 1998. although there have been other preview versions of firefox  version 1.0 was the first complete official program.  it seems that people are switching from microsoft s internet explorer to mozilla s new firefox browser   said niels brinkman  co-founder of amsterdam-based onestat.com.  mozilla browsers - including firefox 1.0 - now have 7.4% of the market share  the figures suggest. mozilla said that more than five million have downloaded the free software since its official release. supporters of the open-source software in the us managed to raise $250 000 (£133 000) to advertise the release of firefox 1.0 in the new york times  and support the mozilla foundation. there was a flurry of downloads on its first day of release.  the figures echo similar research from net analyst websidestory which suggested that ie had 92.9% of users in october compared to 95.5% in june. microsoft ie has dominated the browser market for some time after taking the crown from netscape  and its share of users has always stayed at around the 95% mark. firefox is attractive to many because it is open-source. that means people are free to adapt the software s core code to create other innovative features  like add-ons or extensions to the program. fewer security holes have also been discovered so far in firefox than in ie. paul randle  microsoft windows client product manager  responded to the figures:  we certainly respect that some customers will choose alternative browsers and that choosing a browser is about more than a handful of features.  microsoft continues to make significant investments in ie  including service pack 2 with advanced security technologies  and continues to encourage a vibrant ecosystem of third party add-ons for internet explorer.  firefox wants to capture 10% of the market by the end of 2005. other browser software  like opera and apple s safari  are also challenging microsoft s grip on the browser market. opera is set to release its version 7.60 by the end of the year. onestat.com compiled the statistical measurements from two million net users in 100 countries.,tech
Lindsay Lohan turns reality star in Oprah's docu-series,entertainment
thanou bullish over drugs hearing katerina thanou is confident she and fellow sprinter kostas kenteris will not be punished for missing drugs tests before the athens olympics.  the greek pair appeared at a hearing on saturday which will determine whether their provisional bans from athletics  ruling body the iaaf should stand.  after five months we finally had the chance to give explanations. i am confident and optimistic   said thanou.  we presented new evidence to the committee that they were not aware of.   the athletes  lawyer grigoris ioanidis said he believed the independent disciplinary committee set up by the greek athletics federation (segas) would find them innocent.  we are almost certain that the charges will be dropped   said ioanidis.   we believe that we have presented [a case] that the charges are unreasonable.  thanou  the 2000 olympic women s 100m silver medallist  and sydney 200m champion kenteris were suspended by the iaaf for missing three drugs tests. the third was supposed to take place on the eve of the athens games last august  but the pair could not be found in the athletes  village. they were later taken to hospital after claiming to have been involved in a motorcycle accident. thanou s coach christos tzekos was also suspended by the iaaf.  we were asked [by the disciplinary committee] all kinds of questions about the night of 12 august   said tzekos.  we did not leave any gaps. as far as i am concerned there is no such issue [of refusing to be tested]  and i am very optimistic.  tzekos  thanou and kenteris  who have all denied the charges  can expect a decision within a month.  deliberations will start after some additional documents are brought in by thursday   said committee chairman kostas panagopoulos.  i estimate that the final ruling will be issued by the end of february.,sports
Ackman Dwarfed By Herbalife Spending In Lobbying Battle,business
gadgets galore on show at fair the 2005 consumer electronics show in las vegas is a geek s paradise with more than 50 000 new gadgets and technologies launched during the four-day event.  top gadgets at the show are highlighted in the innovations showcase  which recognises some of the hottest developments in consumer electronics. the bbc news website took an early pre-show look at some of those technologies that will be making their debut in 2005.      one of the key issues for keen gadget users is how to store all their digital images  audio and video files. the 2.5gb and 5gb circular pocket hard drive from seagate might help. the external usb drive won a ces best innovations design and engineering award and is small enough to slip into a pocket.  it is the kind of storage that appeals to people who want their pcs to look cool   said seagate.  it is all about style but it also has lots of functionality.   it is the first time you can say a hard drive is sexy   it said. in the centre of the device is a blue light that flashes while data is being written to ensure users do not unplug it when it is busy saving those precious pictures.      universal electronics  nevosl is a universal controller that lets people use one device to get at their multimedia content  such as photos  no matter where it is in their house. it can also act as a remote for home theatre and stereo systems. working with home broadband networks and pcs  the gadget has built-in wireless and a colourful  simple interface. paul arling  uei chief  said consumers face real problems when trying to get at all the files they own that are typically spread across several different devices. he said the nevo gave people a simple  single way to regain some control over digital media in the home. the nevo won two awards at ces  one as a girl s best friend award and another for innovation  design and engineering. the gadget is expected to go on sale before the summer and will cost about $799 (£425).      hotseat is targeting keen gamers with money to spend with its solo chassis gaming chair. the specially-designed chair lets gamers play in surround-sound while stretching out in their own  space . it is compatible with all the major games consoles  dvd players and pcs.  we found that kids love playing in surround sound   said jay leboff from hotseat.  we are looking at offering different types of seats  depending on the market success of this one.  the chair also lets people experience surround sound while watching videos  with wireless control for six surround sound speakers. and a drinks holder. the chair  which looks like a car seat on a skeletal frame  should go on sale in april and is expected to cost $399 (£211).      satellite radio is big business in the us. in the uk  the digital radio technology is known as dab and works on slightly different technology. eton corporation s porsche designed p7131 digital radio set will be launched both as a dab radio in the uk as well as a satellite radio set in the us. dab sets have been slow to take-off in the uk  but this one concentrates on sleek looks as much as technology.  it is for the risqu&#233; consumer   said an eton spokesperson.  we are proud of it because it has the sound quality for the audiophile and the looks for the design-conscious consumer.  the porsche radio is set to go on sale at the end of january in the us and in the first quarter of 2005 in the uk. in the us is it expected to cost $250 (£133).      the average person has a library of 600 digital images estimates the consumer electronics association  the organisation behind ces. this is expected to grow to a massive 3 420 images - or 7.2gb - in five years  time. one gadget that might help swell that collection is sanyo s tiny handheld vpc-c4 camcorder which is another innovation in design and engineering award winner. it combines high quality video and stills in a very small device. it takes mpeg4 video quality at 30 frames a second and has a four megapixel still camera. images and video are stored on sd cards  which have come down in price in recent months. a 512mb card will store about 30 minutes of video and 420 stills. the device is so tiny it can be controlled with one thumb. because images and video are stored on sd memory  it is portable to other devices and means other data like audio can be stored on the card too.      wearable technology has always promised much but failed to deliver because of lack of storage capability and poor design. mpio s tiny digital usb music players come in an array of fashionable colours  taking a leaf out of the apple ipod mini book of design and reflecting the desire for gadgets that look good. slung on a cord  the player would not look too geeky dangling discreetly from the neck. although the pendant design was launched three months ago  the device emphasises large storage as well as good looks for fashion-conscious gadget fiends. an even dinkier model  the fy500  comes out in may and will store about 256mb of music. the range of players recently won an international forum design award 2005.,tech
russian oil merger excludes yukos the merger of russian gas giant gazprom and oil firm rosneft is to go ahead  but will not include yugansk  which was controversially bought last year.  the merger  backed by russian authorities  will allow foreigners to trade in gazprom shares. gazprom chief alexei miller confirmed rosneft-owned yugansk was not part of the deal and will instead be spun off. under the agreement  the state will get a controlling share of gazprom in exchange for rosneft. the state wanted to control gazprom before allowing foreigners to trade. speaking on ntv television  which is controlled by gazprom  mr miller added that yugansk  which was swallowed up by rosneft late last year  will operate as a separate  state-owned oil firm headed by current rosneft chief sergei bogdanchikov. according to reports from russian news agency interfax  the deal should go through in the next two to three months.   obtaining majority control over gazprom is the beginning of the liberalisation of the market in gazprom shares   mr miller added. by opening up trading in gazprom to foreigners  the firm will become a top emerging market play for traders. currently  foreigners can only trade in gazprom via a small issue of london-listed proxy shares.  this is positive news for the international investment community   global asset management investment chief david smith said.  the majority of investors are going to be happy   he added.  however  analysts were disappointed that yugansk would not be included in the deal.  yugansk is a heavy cashflow generator and would have been a much better asset for gazprom   renaissance capital energy analyst adam landes told reuters news agency. but he said the latest development was simply an interim step to allow foreigners to trade in gazprom.  ultimately and industrially  gazprom needs yugansk   he added. analysts said the deal would give gazprom control of 8% of russia s total oil production  an improvement on its current 2.5%  but still far less than the 20% share it would have gained had it also taken over yugansk. however  the merged group will still remain outside russia s top five oil producers - led by lukoil with 11% of the market   followed by tnk-bp which is half owned by bp  and surgutneftegaz. instead  the merged gazprom-rosneft group will rank alongside sibneft with 7% of the market. yugansk was sold to a little-known shell company in a disputed auction in december  following what many thought was a politically-motivated attack on yukos. the shell company was then snapped up by rosneft. yukos unsuccessfully sought to halt the auction by applying for bankruptcy through the us courts. the unit was auctioned by russian authorities to help pay off a $27.5bn back-tax bill.,business
Speed reading app Spritz wants to change the way we read,tech
"Lena Dunham Expects More From Hollywood — & You Should, Too",entertainment
Record Numbers on Public Transit,business
" Exploratory laparotomy, resection of small bowel lesion, biopsy of small bowel mesentery, bilateral extended pelvic and iliac lymphadenectomy (including preaortic and precaval, bilateral common iliac, presacral, bilateral external iliac lymph nodes), salvage radical cystoprostatectomy (very difficult due to previous chemotherapy and radiation therapy), and continent urinary diversion with an Indiana pouch.",medical
broadband in the uk growing fast high-speed net connections in the uk are proving more popular than ever.  bt reports that more people signed up for broadband in the last three months than in any other quarter. the 600 000 connections take the total number of people in the uk signing up for broadband from bt to almost 3.3 million. nationally more than 5 million browse the net via broadband. britain now has among the highest number of broadband connections throughout the whole of europe.  according to figures gathered by industry watchdog  ofcom  the growth means that the uk has now surpassed germany in terms of broadband users per 100 people. the uk total of 5.3 million translates into 7.5 connections per 100 people  compared to 6.7 in germany and 15.8 in the netherlands. the numbers of people signing up to broadband include those that get their service direct from bt or via the many companies that re-sell bt lines under their own name. part of the surge in people signing up was due to bt stretching the reach of adsl - the uk s most widely used way of getting broadband - beyond 6km.  asymmetric digital subscriber line technology lets ordinary copper phone lines support high data speeds. the standard speed is 512kbps  though faster connections are available.  this breakthrough led to a dramatic increase in orders as we were suddenly able to satisfy the pent-up demand that existed in many areas   said paul reynolds  chief executive of bt wholesale which provides phone lines that other firms re-sell. bt retail  which sells net services under its own name  also had a good quarter and provided about 30% of the new broadband customers. this was a slight increase on the previous three months. despite the good news about growth in broadband  figures from telecommunications regulator ofcom show that bt faces increasing competition  and dwindling influence  in other sectors. local loop unbundling  (llu)  in which bt rivals install their hardware in exchanges and take over the line to a customer s home or office  is growing steadily. cable & wireless and ntl have announced that they are investing millions to start offering llu services. by the end of september more than 4.2 million phone lines were using so-called carrier pre-section (cps) services  such as talktalk and one.tel  which route phone calls across non-bt networks from a local exchange. there are now more than 300 different firms offering cps services and the percentage of people using bt lines for voice calls has shrunk to 55.4%.,tech
" Left carotid endarterectomy with endovascular patch angioplasty.  Critical left carotid stenosis.  The external carotid artery was occluded at its origin.  When the endarterectomy was performed, the external carotid artery back-bled nicely.  The internal carotid artery had good backflow bleeding noted.",medical
REVEALED: How Bill Ackman Has Been Lobbying To Bring Down A Company  ...,business
Snowden: NSA is setting fire to Internet's future,tech
leslie jones and adam rippon commentating on figure skating is an olympic dream,sports
music mogul fuller sells company pop idol supremo simon fuller has sold his 19 entertainment company to an us entrepreneur in a $156m (£81.5m) deal.  robert sillerman s sports entertainment enterprises  which is to be renamed cfx  recently also bought an 85% share in the estate of elvis presley. mr fuller has been appointed to the cfx board and will plan and implement the company s creative strategy. the 19 firm handles a roster of music artists  tv shows and pr strategies for stars including the beckhams. the deal sees mr fuller receive £64.5m in cash and about 1.9 million shares in sports entertainment. there will also be a further £19.2m in either cash or stocks by the end of the financial year in june. mr fuller has signed a long-term agreement with the company which will see him continue to expand and develop entertainment brands. he said:  this is a hugely exciting new partnership for myself and 19 entertainment.   ckx will provide 19 with a powerful platform for global growth and allow us to fully take advantage of all the amazing opportunities that lie ahead. i cannot wait to get started.   mr fuller was the creative drive behind pop idol and its us offspring american idol. 19 management runs the careers of many of its successful contestants including will young  gareth gates and kelly clarkson. the company was set up 15 years ago by mr fuller  taking the name from his first successful single - 19 by paul hardcastle. fuller was the driving force behind the spice girls phenomenon  using canny marketing and catchy pop songs to secure their place as the most lucrative girl group in history. he then put together s club 7  who had their own tv show as well as a music career. mr sillerman s deal to buy the presley estate sees him control the operation of graceland  as well as money from the late star s music and films. presley s daughter lisa marie retains possession of graceland and many of her father s  personal effects .,entertainment
"Titanfall requires day one patch update, early Xbox One players report",tech
 The patient is a 58-year-old African-American right-handed female with 16 years of education who was referred for a neuropsychological evaluation by Dr. X.  A comprehensive evaluation was requested to assess current cognitive functioning and assist with diagnostic decisions and treatment planning.,medical
ex-boeing director gets jail term an ex-chief financial officer at boeing has received a four-month jail sentence and a fine of $250 000 (£131 961) for illegally hiring a top air force aide.  michael sears admitted his guilt in breaking conflict of interest laws by recruiting darleen druyun while she still handled military contracts. ms druyun is currently serving a nine month sentence for favouring boeing when awarding lucrative contracts. boeing lost a $23bn government contract after a pentagon inquiry into the case. the contract  to provide refuelling tankers for the us air force  was cancelled last year.  the pentagon revealed earlier this week that it would examine eight other contracts worth $3bn which it believes may have been tainted by ms druyun s role in the procurement process. boeing sacked mr sears and ms druyun in november 2003 after allegations that they had violated company recruitment policy. ms druyun had talks with mr sears in october 2002 about working for boeing  while she was still a top procurement official within the pentagon. she subsequently joined the company in january 2003. ms druyun admitted that she had steered multi-billion dollar contracts to boeing and other favoured companies.  in documents filed in a virginia court ahead of mr sears  sentencing  prosecutors blamed boeing s senior management for failing to ask key questions about the  legal and ethical issues  surrounding ms druyun s appointment. mr sears told prosecutors that no other boeing officials were aware that ms druyun was still responsible for major procurement decisions at the time she was discussing a job with boeing. however  analysts believe boeing may yet face civil charges arising from the scandal. the pentagon has investigated 400 contracts  dating back to 1993  since the allegations against ms druyun came to light.  boeing s corporate ethics have come under scrutiny on several occasions in recent years. boeing was sued by lockheed martin after its rival accused it of industrial espionage during a 1998 contract competition. boeing apologised publicly for the affair - although it claimed it did not gain any unfair advantage - and pledged to improve its procedures. the pentagon subsequently revoked $1bn worth of contracts assigned to boeing and prohibited the seattle-based company from future rocket work.,business
bortolami predicts dour contest italy skipper marco bortolami believes saturday s six nations contest against scotland will be a scrappy encounter.  with both sides looking for their first win of the championship  the third-round game at murrayfield has been billed as a wooden-spoon decider. and bortolami feels the edinburgh contest could end up being a bruising battle of the packs.  it will not be a pretty game because both teams are desperate to gain their first win   said the lock forward. italy have only recorded three wins since they joined the six nations in 2000  but two of those have come against scotland. this year  italy opened up with a stubborn display against ireland but ended up losing 28-17.  however  they were thoroughly outplayed by an impressive welsh side in rome last time out. now the italians travel to edinburgh hoping to claim their first away win in the six nations.  scotland played extremely well against france in paris but not so well when ireland came to edinburgh   said bortolami.  we are still very disappointed with our last game against wales in rome and we are thoroughly determined to right the wrongs.  as a nation  our quest is to be respected as a team worthy of a place in this tournament and we can only do this by winning games.,sports
Fyffes shares soar as investors go bananas for Chiquita deal,business
Lena Dunham Celebrates With Taylor Swift At 'Saturday Night Live' After-Party  ...,entertainment
sony wares win innovation award sony has taken the prize for top innovator at the annual awards of pc pro magazine.  it won the award for taking risks with products and for its  brave  commitment to good design. conferring the award  pc pro s staff picked out sony s pcg-x505/p vaio laptop as a  stunning piece of engineering . the electronics giant beat off strong competition from toshiba and chip makers amd and intel to take the gong.  paul trotter  news and features editor of pc pro  said several sony products helped it to take the innovation award.  he said sony s clie peg ux50 media player with its swivel screen and qwerty keyboard  broke the design rules yet again . other sony products that helped included the vaio w1 desktop computer and the ra-104 media server. mr trotter said sony s combining of computer  screen and keyboard in the w1 was likely to be widely copied in future home pcs. the company has also become one of the first to use organic leds in its products.  while not always inventing new technology itself  sony was never afraid to innovate around various formats   said mr trotter.  other awards decided by pc pro s staff and contributors included one for canon s eos 300d digital camera in the most wanted hardware category.  microsoft s media player 10 took the award for most wanted software. this year was the 10th anniversary of the pc pro awards  which splits its prizes into two sections. the first are chosen by the magazine s writers and consultants  the second are voted for by readers. mr trotter said more than 13 000 people voted for the reliability and service awards  twice as many as in 2003. net-based memory and video card shop crucial shared the award for online vendor of the year with novatech.,tech
"Reunited And It Feels So Good: Justin Bieber And Selena Gomez, Will They Last?",entertainment
"  The patient is a 35-year-old lady who was admitted with chief complaints of chest pain, left-sided with severe chest tightness after having an emotional argument with her boyfriend.   The patient has a long history of psychological disorders.",medical
"  Incision and drainage (I&D) with primary wound closure of scalp lacerations.  The patient is a middle-aged female, who has had significant lacerations to her head from a motor vehicle accident.  The patient was taken to the operating room for an I&D of the lacerations with wound closure.",medical
'The Bachelor': Juan Pablo Galavis' Final Choice Revealed,entertainment
"Jerky Probe Reveals 1800 More Cases, No Answers",medical
france telecom gets orange boost strong growth in subscriptions to mobile phone network orange has helped boost profits at owner france telecom.  orange added more than five million new customers in 2004  leading to a 10% increase in its revenues. increased take-up of broadband telecoms services also boosted france telecom s profits  which showed a 5.5% rise to 18.3bn euros ($23.4bn; £12.5bn). france telecom is to spend 578m euros on buying out minority shareholders in data services provider equant.  france telecom  one of the world s largest telecoms and internet service providers  saw its full-year sales rise 2.2% to 47.2bn euros in 2004.  orange enjoyed strong growth outside france and the united kingdom - its core markets - swelling its subscriber base to 5.4 million. france telecom s broadband customers also increased  rising to 5.1 million across europe by the end of the year. the firm said it had met its main strategic objectives of growing its individual businesses and further reducing its large debt. an ill-fated expansion drive in the late 1990s saw france telecom s debt soar to 72bn euros by 2002. however  this has now been reduced to 43.9bn euros.  our results for 2004 allow us to improve our financial structure while focusing on the innovation that drives our strategy   said chief executive thierry breton.  looking ahead  the company forecast like-for-like sales growth of between 3% and 5% over the next three years. france telecom is consolidating its interest in equant  which provides telecoms and data services to businesses. subject to approval by shareholders of the two firms  it will buy the shares in equant it does not already own. france telecom said it would fund the deal by selling an 8% stake in telephone directory company pagesjaunes.,business
federer claims dubai crown world number one roger federer added the dubai championship trophy to his long list of successes - but not before he was given a test by ivan ljubicic.  top seed federer looked to be on course for a easy victory when he thumped the eighth seed 6-1 in the first set. but ljubicic  who beat tim henman in the last eight  dug deep to secure the second set after a tense tiebreak. swiss star federer was not about to lose his cool  though  turning on the style to win the deciding set 6-3. the match was a re-run of last week s final at the world indoor tournament in rotterdam  where federer triumphed  but not until ljubicic had stretched him for five sets.  i really wanted to get off to a good start this time  and i did  and i could really play with confidence while he still looking for his rhythm   federer said.   that took me all the way through to 6-1 3-1 0-30 on his serve and i almost ran away with it. but he came back  and that was a good effort on his side.  ljubicic was at a loss to explain his poor showing in the first set.  i didn t start badly  but then suddenly i felt like my racket was loose and the balls were flying a little bit too much. and with roger  if you relax for a second it just goes very quick   he said.  after those first three games it was no match at all. i don t know  it was really weird. i was playing really well the whole year  and then suddenly i found myself in trouble just to put the ball in the court.  but despite his defeat  the world number 14 was pleased with his overall performance.  i had a chance in the third  and for me it s really positive to twice in two weeks have a chance against roger to win the match.  it s an absolutely great boost to my confidence that i m up there and belong with top-class players.,sports
henman & murray claim lta awards tim henman was named player of the year for 2004 by the lawn tennis association at wimbledon on monday.  the briton was recognised for the best year of his career  which saw him reach the semis at the french and us opens. scotland s andrew murray was named young player of the year after winning the us open juniors  as well as a futures event in italy. and world number one peter norfolk won disabled player of the year after claiming his third us open crown.  great britain s under 14 boys won the team of the year prize for their victory at the world junior tennis event in august. henman will start his 2005 campaign at the kooyong event on 12 january in a field that includes roger federer  andy roddick and andre agassi. and the briton is optimistic of surpassing his best effort of a fourth-round place at the australian open  which begins the following week.  i ve often felt that the conditions suit my game in melbourne so i d love to be able to start next year by doing well at the australian open   henman told his website.  that s why i ve changed my schedule slightly by committing to play in the kooyong classic.  i ll be able to acclimatise while practising before the event and then will be guaranteed matches against the best players in the world.  i think that will give me the best possible chance of doing well at the australian open.,sports
"Woman Hears For The First Time In Her Life, And Her Reaction Is Pure Magic  ...",medical
seamen sail into biometric future the luxury cruise liner crystal harmony  currently in the gulf of mexico  is the unlikely setting for tests of biometric technology.  as holidaymakers enjoy balmy breezes  their ship s crew is testing prototype versions of the world s first internationally issued biometric id cards  the seafarer s equivalent of a passport. along with the owner s picture  name and personal details  the new seafarers  identity document incorporates a barcode representing unique features of its holder s fingerprints. the cards are due to be issued in february next year  in line with the revised un convention on seafarers  identity documents of june 2003. tests currently under way in the caribbean are designed to ensure that new cards and their machine readers  produced by different companies in different countries  are working to interoperable standards. results of the current tests  which involve seafarers from a wide range of occupations and nationalities  will be published by the international labour organisation (ilo) by the end of november. crystal cruises  which operates the crystal harmony  is exploring the use of biometrics but has not yet committed to the technology.  authenti-corp  the us technology consultancy  has been working with the ilo on its technical specifications for the cards.   if you re issued a seafarer s id in your country  you want to be sure that when the ship lands in a port in  say  my country you can validate yourself using whatever equipment we have installed   authenti-corp s ceo  cynthia musselman  told the bbc s go digital programme. she said french  jordanian and nigerian nationals would be the first seafarers to get the new id cards since their countries have already ratified the convention. it aims to combat international terrorism whilst guaranteeing the welfare the one million seafarers estimated to be at sea. the convention highlights the importance of access to shore facilities and shore leave as vital elements to a sailor s wellbeing and  therefore  it says  to safer shipping and cleaner oceans.  by increasing security on the seas as well as border control and protection  the cards will hopefully reduce the number of piracy problems around the world   said ms musselman.  it should be a safer environment for seafarers to work in  and will allow people protecting their borders to have confidence that the people getting off the ship are  in fact  seafarers.,tech
SXSW 2014 Review: 'Neighbors' Could Be the Big Studio Comedy to Beat in 2014,entertainment
zambia confident and cautious zambia s technical director  kalusha bwalya is confident and cautious ahead of the cosafa cup final against angola on saturday in lusaka.  bwalya said:  nothing short of victory will do.  however bwalya warned his side not to be too complacent.  i don t want my team to be too comfortable or too sure of victory as it is going to be a difficult game.  for me the main aim of the game is to enjoy and to win.  zambia have shown their determination to win this final by recalling nine of their foreign-based players. however the 41 year-old bwalya  who became the oldest player to appear in the competition when he played and scored against mauritius  is uncertain whether he will take to the field or not. the chipolopolo fans however are not being so cautious with a  victory  concert already scheduled for after the match featuring some of the country s top musicians. both sides are hoping to win the competition for a record third time  and so keep the trophy for good. the chipolopolo won the first two editions of the regional tournament for southern african nations in 1997 and 1998. they were prevented from a third straight win by angola who knocked out the zambians at the semi-final stage in 1999. that victory for angola also marked a first defeat in 14 years for zambia at lusaka s independence stadium  where saturday s game is being played. angola named just four overseas-based players in their preliminary squad. the palancas negras have been unable to secure the release of many of their portugal-based players.,sports
Lake Stevens Relay for Life honoring cancer survivors,medical
One glass of wine or a beer at the age of 14 could set teenagers on the path to  ...,medical
alina zagitova gives olympic athletes from russia their first gold medal of pyeongchang games,sports
Copper Slips With Asian Stocks After China Data; Ringgit Weakens,business
 Insertion of left femoral circle-C catheter (indwelling catheter).  Chronic renal failure.  The patient was discovered to have a MRSA bacteremia with elevated fever and had tenderness at the anterior chest wall where his Perm-A-Cath was situated.,medical
ruddock backs yapp s credentials wales coach mike ruddock says john yapp has what it takes as an international.  the 21-year-old blues prop is the only uncapped player in wales  six nations squad  gaining a chance in the absence of ospreys loose-head duncan jones.  john is a young man with a big future. he has been playing with the blues for two years and has racked up mileage on his playing clock   said ruddock.  he has international size  is a big  physical lad and a good ball-carrier with a high tackle-count.  ruddock s assessment was backed up by yapp s coach at the blues  former wales and lions prop dai young.   john s been on an upward curve all season and is going from strength to strength   young told bbc sport wales.  his ball carrying gives us good go-forward  he impresses in defence and his work-rate is excellent.  he s working hard on his scrummaging technique  which he is keen to improve to become a destroyer on the loose-head.  to be fair to him he s not quite there with the scrummaging yet  but nobody can fault his effort  commitment and attitude.  john s a very strong man and is eager for the challenge  if he s pitched in he won t let anyone down.  he s developing quickly  but i hope he isn t pushed too quickly in a way that would hurt his development.   ruddock hopes that the selection of yapp and dragons lock ian gough - out of the international reckoning since falling out with former coach steve hansen - will send a message to other players in wales.  john and ian have been rewarded for impressing during the heineken cup competition   said ruddock.  both of them have played well  and we want to send a message out that consistently playing well gets you in the squad.  we believe this is an exciting squad representing traditional values of welsh rugby  and based on the performances in the november internationals.  we have strength and experience up front  and well-recognised talent  pace and skill behind.  the management team just want to get hold of the players and get out on the training pitch at the moment.  they are all due in on sunday  and that s when the hard work starts.,sports
"Hackers attack blog of Mt. Gox bitcoin exchange CEO, look for 'proof of fraud'",tech
rocker doherty in on-stage fight rock singer pete doherty has been involved in a fight with his band s guitarist at their biggest gig to date.  babyshambles played for 5 000 fans at london s brixton academy on tuesday. the former libertines singer traded blows with guitarist patrick walden. they were separated and bundled off stage before returning to end the set. the show was earlier held up due to audience overcrowding. on monday doherty faced blackmail and robbery charges in court  which he denies. he is out on £50 000 bail and the judge agreed to extend his 2200 gmt curfew deadline by two hours so he could play the brixton gig.  babyshambles  which he formed after his acrimonious departure from the libertines  played a warm-up show at the garage  north london  on monday. on tuesday  doherty and his three bandmates were introduced to the crowd by mick jones  the former clash guitarist who produced the libertines  second album. babyshambles took the stage to a frenzied reception at 2200 gmt  launching into their last single  killamangiro  which reached number eight in december. but the group had to stop during the next song to persuade fans not to push forward and allow security guards to pull people out of the crush. doherty appealed to fans to calm down  saying:  there s a few people getting hurt down the front  you ve got to move back.   the music resumed minutes later but after several more songs  the singer appeared to accidentally disconnect walden s guitar  leading the pair to trade kicks and punches. bouncers stepped in and the band left the stage  but returned after five minutes and finished their 50-minute performance with no further trouble. doherty  25  had to be home by midnight to observe the curfew  which is one of the conditions of his bail. on monday  the judge agreed to allow him to perform on condition that requests for changes to his bail terms were  not too regular an occurrence . the singer was arrested with fellow musician alan wass on 2 february after an alleged dispute with documentary-maker max carlish at a london hotel. they are next due in court on 18 april.,entertainment
“I'm a Fucking Indian Woman Who Has Her Own Fucking Show”: Mindy Kaling  ...,entertainment
weir poised for sunderland move larne s teenage star robbie weir is poised to join sunderland after turning down a move to stoke city.  the 17-year-old irish league midfielder was also being chased by rangers and fulham  but mick mccarthy s side appear to have won the race. but larne boss jimmy mcgeough has yet to confirm that weir is on his way from inver park.  i heard on sunday that he has joined sunderland  but not from the lad himself   he said.   robbie has an agreement with larne that he can negotiate with interested clubs.    personally  i would rather see him making an impact at local level to build up his physique before moving into the full-time game.   he has been on trial with a number of clubs. but it would be great to see him making it at sunderland.,sports
Chiquita Brands to Buy Fyffes to Form Biggest Banana Company,business
Elephants can judge threat from human languages: study,tech
Justin Bieber Gives Lawyers A Punk Attitude During Deposition,entertainment
yukos drops banks from court bid russian oil company yukos has dropped the threat of legal action against five banks it had accused of involvement in the sale of its key yugansk unit.  state-owned rosneft bought the unit for $9.3bn (£5bn) after yukos was forced to sell assets to meet a $27.5bn tax bill. yukos says the sale was illegal and is pursuing damages in a us court. its lawyers now accept abn amro  bnp paribas  calyon  jp morgan chase bank  and dresdner kleinwort wasserstein were not involved in the sale financing. however  yukos still has an outstanding complaint against deutsche bank  which it alleges to be the leader of a consortium that was behind a bid for yugansk by state gas monopoly gazprom. the company has also accused gazprom  the russian federation and two other russian firms.  gazprom had been expected to win the december auction  but ended up not bidding. yugansk was sold to a little-known shell company  which in turn was bought by rosneft. yukos claims its downfall was punishment for the political ambitions of its founder mikhail khodorkovsky. the firm  whose finance chief is now based in the us  filed for bankruptcy in houston  texas  and sought a court injunction against the sale. but deutsche bank has suggested yukos artificially manufactured a legal case to stop the sale of its main asset. a hearing scheduled for february 16 and 17 will rule on whether the us court has jurisdiction in the case.,business
shaun white makes history with gold medal win in halfpipe,sports
red stripe buys jamaican team a new bobsled after coach quits,sports
George Zimmerman signs autographs at a Florida gun show,entertainment
Obesity is now linked to ovarian cancer,medical
"Ban Bossy: Beyoncé, Victoria Beckham, Jane Lynch and more team up to  ...",entertainment
